05-18-2026 01:36:26 RAM 1814/7620MB (lfb 70x4MB) SWAP 0/3810MB (cached 0MB) CPU [14%@1036,14%@1036,79%@1036,14%@1036,35%@1344,43%@1344] GR3D_FREQ 0% cpu@42.093C soc2@40.562C soc0@41.687C gpu@42.25C tj@42.343C soc1@42.343C VDD_IN 5328mW/5328mW VDD_CPU_GPU_CV 1200mW/1200mW VDD_SOC 1402mW/1402mW
05-18-2026 01:36:27 RAM 1846/7620MB (lfb 70x4MB) SWAP 0/3810MB (cached 0MB) CPU [95%@1344,1%@1344,0%@1344,0%@1344,4%@729,1%@729] GR3D_FREQ 0% cpu@41.906C soc2@40.593C soc0@41.687C gpu@42.312C tj@42.312C soc1@42.187C VDD_IN 5128mW/5228mW VDD_CPU_GPU_CV 1000mW/1100mW VDD_SOC 1402mW/1402mW
05-18-2026 01:36:28 RAM 1865/7620MB (lfb 70x4MB) SWAP 0/3810MB (cached 0MB) CPU [100%@1344,0%@1344,0%@1344,0%@1344,0%@729,1%@729] GR3D_FREQ 0% cpu@41.968C soc2@40.562C soc0@41.718C gpu@42.312C tj@42.312C soc1@42.093C VDD_IN 5096mW/5184mW VDD_CPU_GPU_CV 1001mW/1067mW VDD_SOC 1402mW/1402mW
05-18-2026 01:36:29 RAM 1879/7620MB (lfb 70x4MB) SWAP 0/3810MB (cached 0MB) CPU [100%@1344,0%@1344,0%@1344,0%@1344,0%@729,1%@729] GR3D_FREQ 0% cpu@42.187C soc2@40.625C soc0@41.75C gpu@42.593C tj@42.593C soc1@42.281C VDD_IN 5128mW/5170mW VDD_CPU_GPU_CV 1000mW/1050mW VDD_SOC 1402mW/1402mW
05-18-2026 01:36:30 RAM 1912/7620MB (lfb 70x4MB) SWAP 0/3810MB (cached 0MB) CPU [100%@1344,1%@1344,0%@1344,0%@1344,0%@729,2%@729] GR3D_FREQ 0% cpu@41.937C soc2@40.687C soc0@41.875C gpu@42.593C tj@42.593C soc1@42.343C VDD_IN 5128mW/5162mW VDD_CPU_GPU_CV 960mW/1032mW VDD_SOC 1442mW/1410mW
05-18-2026 01:36:31 RAM 1931/7620MB (lfb 70x4MB) SWAP 0/3810MB (cached 0MB) CPU [100%@1344,0%@1344,0%@1344,0%@1344,0%@729,1%@729] GR3D_FREQ 0% cpu@42.031C soc2@40.625C soc0@41.687C gpu@42.593C tj@42.593C soc1@42.437C VDD_IN 5136mW/5157mW VDD_CPU_GPU_CV 960mW/1020mW VDD_SOC 1442mW/1415mW
05-18-2026 01:36:32 RAM 2000/7620MB (lfb 70x4MB) SWAP 0/3810MB (cached 0MB) CPU [50%@1344,0%@1344,37%@1344,0%@1344,0%@729,0%@729] GR3D_FREQ 9% cpu@42.031C soc2@40.625C soc0@41.781C gpu@42.687C tj@42.687C soc1@42.218C VDD_IN 5056mW/5143mW VDD_CPU_GPU_CV 961mW/1012mW VDD_SOC 1404mW/1414mW
05-18-2026 01:36:33 RAM 2351/7620MB (lfb 70x4MB) SWAP 0/3810MB (cached 0MB) CPU [28%@1344,37%@1344,53%@1344,64%@1344,30%@729,27%@729] GR3D_FREQ 13% cpu@42.343C soc2@40.75C soc0@41.875C gpu@42.406C tj@42.437C soc1@42.187C VDD_IN 6209mW/5276mW VDD_CPU_GPU_CV 1757mW/1105mW VDD_SOC 1520mW/1427mW
05-18-2026 01:36:34 RAM 2422/7620MB (lfb 70x4MB) SWAP 0/3810MB (cached 0MB) CPU [45%@729,40%@729,32%@729,53%@729,55%@1344,49%@1344] GR3D_FREQ 86% cpu@42.531C soc2@41.25C soc0@42.156C gpu@42.968C tj@42.968C soc1@42.437C VDD_IN 7747mW/5551mW VDD_CPU_GPU_CV 2591mW/1270mW VDD_SOC 1837mW/1473mW
05-18-2026 01:36:35 RAM 2440/7620MB (lfb 70x4MB) SWAP 0/3810MB (cached 0MB) CPU [32%@729,39%@729,32%@729,36%@729,27%@883,74%@883] GR3D_FREQ 0% cpu@42.312C soc2@41.062C soc0@42.125C gpu@42.687C tj@42.687C soc1@42.406C VDD_IN 7360mW/5732mW VDD_CPU_GPU_CV 2352mW/1378mW VDD_SOC 1757mW/1501mW
05-18-2026 01:36:36 RAM 2450/7620MB (lfb 70x4MB) SWAP 0/3810MB (cached 0MB) CPU [38%@729,41%@729,47%@729,44%@729,55%@1344,44%@1344] GR3D_FREQ 99% cpu@42.718C soc2@41.25C soc0@42.312C gpu@43C tj@43C soc1@42.468C VDD_IN 8027mW/5940mW VDD_CPU_GPU_CV 2826mW/1510mW VDD_SOC 1876mW/1535mW
05-18-2026 01:36:37 RAM 2467/7620MB (lfb 70x4MB) SWAP 0/3810MB (cached 0MB) CPU [38%@1344,33%@1344,26%@1344,43%@1344,41%@729,43%@729] GR3D_FREQ 99% cpu@42.687C soc2@41.343C soc0@42.218C gpu@42.968C tj@42.968C soc1@42.687C VDD_IN 7587mW/6078mW VDD_CPU_GPU_CV 2511mW/1593mW VDD_SOC 1797mW/1557mW
05-18-2026 01:36:38 RAM 2633/7620MB (lfb 70x4MB) SWAP 0/3810MB (cached 0MB) CPU [70%@1344,59%@1344,51%@1344,46%@1344,51%@729,51%@729] GR3D_FREQ 27% cpu@42.812C soc2@41.531C soc0@42.375C gpu@43.062C tj@43.062C soc1@42.562C VDD_IN 8506mW/6264mW VDD_CPU_GPU_CV 3144mW/1713mW VDD_SOC 1913mW/1584mW
05-18-2026 01:36:39 RAM 2932/7620MB (lfb 45x4MB) SWAP 0/3810MB (cached 0MB) CPU [59%@806,47%@806,41%@806,50%@806,48%@729,41%@729] GR3D_FREQ 69% cpu@42.968C soc2@41.75C soc0@42.531C gpu@43.156C tj@43.156C soc1@42.687C VDD_IN 9050mW/6463mW VDD_CPU_GPU_CV 3576mW/1846mW VDD_SOC 1953mW/1611mW
